beer,abv,ibu,style,brewery
Cask Scotch Ale,4.5,10.0,Undefined-Ignore,Yegua Creek Brewing - Dallas
Icehaus Pale Ale,4.5,10.0,American-Style Pale Ale,Yegua Creek Brewing - Dallas
White Rock Red,4.5,10.0,American-Style Amber/Red Ale,Yegua Creek Brewing - Dallas
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Yegua Creek Brewing - Dallas
Golden Wheat,4.5,10.0,American-Style Lager,Yegua Creek Brewing - Dallas
Blueberry Blonde,4.5,10.0,Light American Wheat Ale or Lager,Yegua Creek Brewing - Dallas
Light Ale,4.5,10.0,Undefined-Ignore,Routh Street Brewery and Grille
Classic Pale,4.5,10.0,American-Style Pale Ale,Routh Street Brewery and Grille
Dusseldorf-Style Altbier,4.5,10.0,American-Style Brown Ale,Routh Street Brewery and Grille
Brown,4.5,10.0,American-Style Brown Ale,Routh Street Brewery and Grille
Big Black Stout,4.5,10.0,American-Style Stout,Routh Street Brewery and Grille
Bavarian Wheat,4.5,10.0,South German-Style Hefeweizen,Routh Street Brewery and Grille
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Routh Street Brewery and Grille
Pilsner,4.5,10.0,American-Style Lager,Routh Street Brewery and Grille
Dunkelweizen,4.5,10.0,Undefined-Ignore,Schooner Brewery
Pegasus Pilsner,4.5,10.0,Undefined-Ignore,Schooner Brewery
Vail Pale Ale,4.5,10.0,American-Style Pale Ale,Schooner Brewery
Ranger Red,4.5,10.0,American-Style Amber/Red Ale,Schooner Brewery
Downtown Brown,4.5,10.0,American-Style Brown Ale,Schooner Brewery
Rainbow Trout Stout,4.5,10.0,American-Style Stout,Schooner Brewery
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Schooner Brewery
Double Eagle Scotch Ale,5.8,10.0,Undefined-Ignore,Pinehurst Village Brewery
"Double Eagle \High-Test\"" Scotch Ale""",8.0,10.0,Scotch Ale,Pinehurst Village Brewery
Double Eagle Golden Ale,4.5,10.0,American-Style Pale Ale,Pinehurst Village Brewery
Double Eagle Brown Ale,4.5,10.0,American-Style Brown Ale,Pinehurst Village Brewery
Bitter,4.5,10.0,Undefined-Ignore,Top of the Hill Restaurant and Brewery
Iron Mine Pale Ale,4.5,10.0,American-Style Pale Ale,Top of the Hill Restaurant and Brewery
Davie Poplar IPA,4.5,10.0,American-Style India Pale Ale,Top of the Hill Restaurant and Brewery
Big Bertha Brown,4.5,10.0,American-Style Brown Ale,Top of the Hill Restaurant and Brewery
Blackwood Mountain Stout,4.5,10.0,American-Style Stout,Top of the Hill Restaurant and Brewery
Pilsner,4.5,10.0,Undefined-Ignore,Greenshields Brewery and Pub
Greenshields Pale Ale,4.5,10.0,American-Style Pale Ale,Greenshields Brewery and Pub
Amber,4.5,10.0,American-Style Amber/Red Ale,Greenshields Brewery and Pub
Nut Brown Ale,4.5,10.0,American-Style Brown Ale,Greenshields Brewery and Pub
Stout,4.5,10.0,American-Style Stout,Greenshields Brewery and Pub
Munich Summer Fest,4.5,10.0,German-Style Oktoberfest,Greenshields Brewery and Pub
Traditional ESB,4.5,10.0,Undefined-Ignore,Pyramid Ales Brewery
Curve Ball,4.9,10.0,Undefined-Ignore,Pyramid Ales Brewery
Snow Cap,6.9,10.0,Old Ale,Pyramid Ales Brewery
Scotch brand Ale,7.2,10.0,Scotch Ale,Pyramid Ales Brewery
Pyramid Thunderhead IPA,6.7,10.0,American-Style India Pale Ale,Pyramid Ales Brewery
Pyramid Broken Rake,6.1,10.0,American-Style Amber/Red Ale,Pyramid Ales Brewery
Hart Espresso Stout,5.6,10.0,American-Style Stout,Pyramid Ales Brewery
Apricot Weizen Ale,5.1,10.0,South German-Style Hefeweizen,Pyramid Ales Brewery
Pyramid Hefe Weizen,5.2,10.0,South German-Style Hefeweizen,Pyramid Ales Brewery
Sun Fest,4.5,10.0,American-Style Lager,Pyramid Ales Brewery
Pyramid Amber Weizen,5.5,10.0,Light American Wheat Ale or Lager,Pyramid Ales Brewery
Pyramid Apricot Weizen,5.1,10.0,Fruit Beer,Pyramid Ales Brewery
Meyer ESB,4.5,10.0,Undefined-Ignore,ThirstyBear Brewing
Golden Vanilla Ale,4.5,10.0,Undefined-Ignore,ThirstyBear Brewing
Valencia Wheat,4.5,10.0,Undefined-Ignore,ThirstyBear Brewing
Thirsty IPA,4.5,10.0,American-Style India Pale Ale,ThirstyBear Brewing
Brown Bear Ale,4.5,10.0,American-Style Brown Ale,ThirstyBear Brewing
Kozlov Stout,4.5,10.0,American-Style Stout,ThirstyBear Brewing
Polar Ale,4.5,10.0,American-Style Lager,ThirstyBear Brewing
Essex S.O.B.,4.5,10.0,Undefined-Ignore,Beach Chalet Brewery
Playland Pale Ale,4.5,10.0,American-Style Pale Ale,Beach Chalet Brewery
Alexander Alt,4.5,10.0,American-Style Brown Ale,Beach Chalet Brewery
Fleishhacker Stout,4.5,10.0,American-Style Stout,Beach Chalet Brewery
Endless Summer Cream Ale,4.5,10.0,American-Style Lager,Beach Chalet Brewery
Burton Pale Ale,4.5,10.0,Undefined-Ignore,Faultline Brewing #2
Best Bitter,4.5,10.0,Undefined-Ignore,Faultline Brewing #2
Kí_lsch,4.5,10.0,Undefined-Ignore,Faultline Brewing #2
India Pale Ale,4.5,10.0,American-Style Pale Ale,Faultline Brewing #2
Pale Ale,4.5,10.0,American-Style Pale Ale,Faultline Brewing #2
Golden,4.5,10.0,American-Style Pale Ale,Faultline Brewing #2
Alt Bier,4.5,10.0,American-Style Brown Ale,Faultline Brewing #2
Stout,4.5,10.0,American-Style Stout,Faultline Brewing #2
Hefe Weizen,4.5,10.0,South German-Style Hefeweizen,Faultline Brewing #2
Brooklyn Lager,5.2,10.0,Undefined-Ignore,Brooklyn Brewery
East India Pale Ale,6.8,10.0,American-Style India Pale Ale,Brooklyn Brewery
Brooklyn Summer Ale,4.5,10.0,Golden or Blonde Ale,Brooklyn Brewery
Brown Ale,5.6,10.0,American-Style Brown Ale,Brooklyn Brewery
Black Chocolate Stout,14.5,10.0,American-Style Stout,Brooklyn Brewery
Black Ops,11.0,10.0,American-Style Imperial Stout,Brooklyn Brewery
Local 1,9.0,10.0,Belgian-Style Pale Strong Ale,Brooklyn Brewery
Local 2,8.7,10.0,Belgian-Style Dark Strong Ale,Brooklyn Brewery
Saison De Brooklyn,6.8,10.0,French & Belgian-Style Saison,Brooklyn Brewery
Oktoberfest,5.5,10.0,American-Style Lager,Brooklyn Brewery
Winter Ale,4.5,10.0,Winter Warmer,Brooklyn Brewery
S-Team,4.5,10.0,Undefined-Ignore,"Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery"
Ehu Ale,4.5,10.0,American-Style Brown Ale,"Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery"
Bumbucha Stout,4.5,10.0,American-Style Stout,"Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery"
Paradise Pale Lager,4.5,10.0,Undefined-Ignore,Hapa*s Brew Haus and Restaurant
Stealth Dark Ale,4.5,10.0,Porter,Hapa*s Brew Haus and Restaurant
El Nií±o Pale Ale,4.5,10.0,American-Style Pale Ale,Hapa*s Brew Haus and Restaurant
Red Eye Amber,4.5,10.0,American-Style Amber/Red Ale,Hapa*s Brew Haus and Restaurant
Black Lava Lager,4.5,10.0,German-Style Schwarzbier,Hapa*s Brew Haus and Restaurant
Red Sky Amber Lager,4.5,10.0,American-Style Lager,Hapa*s Brew Haus and Restaurant
Moonset Lager,4.5,10.0,American-Style Lager,Hapa*s Brew Haus and Restaurant
Macadamia Nut Brown Ale,4.5,10.0,Undefined-Ignore,Ali`i Brewing
Macadamia Nut Brown,4.5,10.0,Undefined-Ignore,Ali`i Brewing
Pau Hana Porter,4.5,10.0,Porter,Ali`i Brewing
Golden Ale,4.5,10.0,American-Style Pale Ale,Ali`i Brewing
Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Ali`i Brewing
Kona Coffee Stout,4.5,10.0,American-Style Stout,Ali`i Brewing
Hula Girl Pale Ale,4.5,10.0,Undefined-Ignore,Sharktooth Brewing
Porter,4.5,10.0,Porter,Sharktooth Brewing
Amber,4.5,10.0,American-Style Amber/Red Ale,Sharktooth Brewing
Big Kahuna Brown,4.5,10.0,American-Style Brown Ale,Sharktooth Brewing
Stout,4.5,10.0,American-Style Stout,Sharktooth Brewing
Poi Dog Wheat,4.5,10.0,American-Style Lager,Sharktooth Brewing
Ace Pear Cider,4.5,10.0,Undefined-Ignore,California Cider Company
Ace Fermented Honey Cider,4.5,10.0,Undefined-Ignore,California Cider Company
Beer,4.5,10.0,Undefined-Ignore,Mehana Brewing
Red Ale,4.5,10.0,American-Style Amber/Red Ale,Mehana Brewing
Bohemian Pilsner,4.5,10.0,Undefined-Ignore,Pete's Brewing
Wicked Ale,4.5,10.0,American-Style Brown Ale,Pete's Brewing
Wicked Springfest,4.5,10.0,German-Style Heller Bock/Maibock,Pete's Brewing
Pete's Wicked Wanderlust Cream Ale,5.6,10.0,American-Style Cream Ale or Lager,Pete's Brewing
Pete's Rally Cap Ale,4.5,10.0,Light American Wheat Ale or Lager,Pete's Brewing
Wicked Winter Brew,4.5,10.0,Fruit Beer,Pete's Brewing
Pete's Wicked Strawberry Blonde,4.5,10.0,Fruit Beer,Pete's Brewing
ESB,4.5,10.0,Undefined-Ignore,TwoRows Restaurant & Brewery - Dallas
Honey Blonde Light Pale Ale,4.5,10.0,Undefined-Ignore,TwoRows Restaurant & Brewery - Dallas
Barking Fish Porter,4.5,10.0,Porter,TwoRows Restaurant & Brewery - Dallas
Route 66 Amber Ale,4.5,10.0,American-Style Amber/Red Ale,TwoRows Restaurant & Brewery - Dallas
Bulldog Brown,4.5,10.0,American-Style Brown Ale,TwoRows Restaurant & Brewery - Dallas
Osage Golden Wheat Ale,4.5,10.0,American-Style Lager,TwoRows Restaurant & Brewery - Dallas
Regatta Golden,4.2,10.0,Undefined-Ignore,Cambridge Brewing
Charles River Porter,6.0,10.0,Porter,Cambridge Brewing
Tall Tale Pale Ale,4.9,10.0,American-Style Pale Ale,Cambridge Brewing
Cambridge Amber,4.3,10.0,American-Style Amber/Red Ale,Cambridge Brewing
Wheaten Ale,4.5,10.0,American-Style Lager,Cambridge Brewing
Kenmore Kí_lsch,4.5,10.0,Undefined-Ignore,Boston Beer Works
Hercules Stong Ale,4.5,10.0,Undefined-Ignore,Boston Beer Works
Fenway American Pale Ale,4.5,10.0,American-Style Pale Ale,Boston Beer Works
IPA,4.5,10.0,American-Style India Pale Ale,Boston Beer Works
Boston Red,4.5,10.0,American-Style Amber/Red Ale,Boston Beer Works
Buckeye Oatmeal Stout,4.5,10.0,American-Style Stout,Boston Beer Works
Rudolf Red Barleywine,4.5,10.0,Undefined-Ignore,Pacific Beach Brewhouse
Blonde,4.5,10.0,Undefined-Ignore,Pacific Beach Brewhouse
Crystal Pier Pale Ale,4.5,10.0,American-Style Pale Ale,Pacific Beach Brewhouse
Sunset Red,4.5,10.0,American-Style Amber/Red Ale,Pacific Beach Brewhouse
Over The Line Stout,4.5,10.0,American-Style Stout,Pacific Beach Brewhouse
Sealane Steam,4.5,10.0,Undefined-Ignore,La Jolla Brewing
Blitzen,4.5,10.0,Undefined-Ignore,La Jolla Brewing
Little Point Pale,4.5,10.0,American-Style Pale Ale,La Jolla Brewing
Red Roost Ale,4.5,10.0,American-Style Amber/Red Ale,La Jolla Brewing
Christmas Ale,4.5,10.0,Undefined-Ignore,Callahan's Pub and Brewery
Mesa Pale Ale,4.5,10.0,American-Style Pale Ale,Callahan's Pub and Brewery
Red,4.5,10.0,American-Style Amber/Red Ale,Callahan's Pub and Brewery
Twist of Fate Bitter,4.5,10.0,Undefined-Ignore,Moonlight Brewing
4868 Dark Wheat,4.5,10.0,Porter,Moonlight Brewing
Bombay by Boat IPA,4.5,10.0,American-Style India Pale Ale,Moonlight Brewing
Baritone Red,4.5,10.0,American-Style Amber/Red Ale,Moonlight Brewing
Golden Eagle,4.5,10.0,Undefined-Ignore,Dempsey's Restaurant & Brewery
Red Rooster,4.5,10.0,American-Style Pale Ale,Dempsey's Restaurant & Brewery
Bad Bear Brown,4.5,10.0,American-Style Brown Ale,Dempsey's Restaurant & Brewery
Holiday Wheat Bock,4.5,10.0,Traditional German-Style Bock,Dempsey's Restaurant & Brewery
Spring Bock,4.5,10.0,Traditional German-Style Bock,Dempsey's Restaurant & Brewery
Belgian Wit,4.5,10.0,Undefined-Ignore,Emmett's Tavern and Brewery
German Pilsner,4.5,10.0,Undefined-Ignore,Emmett's Tavern and Brewery
Blonde,4.5,10.0,Undefined-Ignore,Manhattan Beach Brewing
Pier Pale Ale,4.5,10.0,American-Style Pale Ale,Manhattan Beach Brewing
Rat Beach Red Ale,4.5,10.0,American-Style Amber/Red Ale,Manhattan Beach Brewing
Evil Eye Ale,4.5,10.0,Undefined-Ignore,Wainwright Brewing
Black Jack Black and Tan,4.5,10.0,American-Style Lager,Wainwright Brewing
The Mad Elf,11.0,10.0,Undefined-Ignore,Troegs Brewing
Scratch #23 2009 Kellar Fest,5.1,10.0,Undefined-Ignore,Troegs Brewing
Scratch #24 2009 Van de Hoorn,7.8,10.0,Undefined-Ignore,Troegs Brewing
Scratch #11 2008,4.9,10.0,Ordinary Bitter,Troegs Brewing
ESB,5.7,10.0,Extra Special Bitter,Troegs Brewing
Scratch #15 2008,6.0,10.0,Oatmeal Stout,Troegs Brewing
Scratch #19 2009 Imperial Double Expresso Oatmeal Stout,9.5,10.0,Oatmeal Stout,Troegs Brewing
Dead Reckoning Porter,5.8,10.0,Porter,Troegs Brewing
Troegs Pale Ale,5.4,10.0,American-Style Pale Ale,Troegs Brewing
Trí_egs Splinter Beer Red,11.0,10.0,American-Style Strong Pale Ale,Troegs Brewing
Scratch #12 2008,6.5,10.0,American-Style India Pale Ale,Troegs Brewing
Scratch Beer 31 - 2010 Citra Of Brotherly Love IPA,7.4,10.0,American-Style India Pale Ale,Troegs Brewing
Scratch #20 2009 Apollo Imperial Ale,7.0,10.0,Imperial or Double India Pale Ale,Troegs Brewing
HopBack Amber Ale,5.6,10.0,American-Style Amber/Red Ale,Troegs Brewing
Nugget Nectar,7.5,10.0,American-Style Amber/Red Ale,Troegs Brewing
Flying Mouflan,9.3,10.0,American-Style Barley Wine Ale,Troegs Brewing
Rugged Trail Ale,4.4,10.0,American-Style Brown Ale,Troegs Brewing
Oatmeal Stout,6.8,10.0,American-Style Stout,Troegs Brewing
Java Head Stout,7.5,10.0,American-Style Stout,Troegs Brewing
Scratch #27 2010 Cocaoabunga,6.7,10.0,American-Style Stout,Troegs Brewing
Scratch #7 2008,7.9,10.0,South German-Style Weizenbock,Troegs Brewing
Scratch #10 2008,14.52,10.0,Belgian-Style Tripel,Troegs Brewing
Scratch #8 2008,14.51,10.0,Belgian-Style Tripel,Troegs Brewing
Trí_egs Splinter Beer Gold,12.0,10.0,Belgian-Style Tripel,Troegs Brewing
Scratch #22 2009,5.5,10.0,Belgian-Style White,Troegs Brewing
Scratch #21 2009 - Artisan Ale,7.8,10.0,Other Belgian-Style Ales,Troegs Brewing
Scratch #14 2008,6.7,10.0,French & Belgian-Style Saison,Troegs Brewing
Sunshine Pils,5.3,10.0,German-Style Pilsener,Troegs Brewing
Scratch #17 2009,5.6,10.0,German-Style Pilsener,Troegs Brewing
Scratch #13 2008,4.9,10.0,German-Style Oktoberfest,Troegs Brewing
Troegenator Double Bock,8.2,10.0,German-Style Doppelbock,Troegs Brewing
Bavarian Lager,5.0,10.0,American-Style Lager,Troegs Brewing
Scratch #6 2007,5.1,10.0,American-Style Lager,Troegs Brewing
Dreamweaver,4.8,10.0,Light American Wheat Ale or Lager,Troegs Brewing
Scratch #18 2009,7.3,10.0,American Rye Ale or Lager,Troegs Brewing
Scratch #25 2009 Magical Moustache Rye,6.5,10.0,American Rye Ale or Lager,Troegs Brewing
Scratch #16 2008,6.3,10.0,Winter Warmer,Troegs Brewing
Dom Blonde Kí_lsch,5.0,10.0,Undefined-Ignore,Appalachian Brewing Company
Sophie's Sparkling Ale,4.3,10.0,Undefined-Ignore,Appalachian Brewing Company
Rauchbock,7.0,10.0,Undefined-Ignore,Appalachian Brewing Company
Jolly Scot Scottish Ale,5.2,10.0,Scotch Ale,Appalachian Brewing Company
Pennypacker Porter,5.4,10.0,Porter,Appalachian Brewing Company
Coconut Porter,4.5,10.0,Porter,Appalachian Brewing Company
Purist Pale Ale,4.9,10.0,American-Style Pale Ale,Appalachian Brewing Company
Hoppy Trails India Pale Ale,6.2,10.0,American-Style India Pale Ale,Appalachian Brewing Company
IPA Series (Simcoe),4.5,10.0,American-Style India Pale Ale,Appalachian Brewing Company
IPA Series (Zeus),4.5,10.0,American-Style India Pale Ale,Appalachian Brewing Company
IPA Series (Horizon),4.5,10.0,American-Style India Pale Ale,Appalachian Brewing Company
Celtic Knot Irish Red,4.8,10.0,American-Style Amber/Red Ale,Appalachian Brewing Company
Grinnin' Grizzly Spiced Ale,5.7,10.0,American-Style Amber/Red Ale,Appalachian Brewing Company
Broad Street Barleywine,8.7,10.0,American-Style Barley Wine Ale,Appalachian Brewing Company
Trail Blaze Organic Brown Ale,5.3,10.0,American-Style Brown Ale,Appalachian Brewing Company
Susquehanna Stout,4.6,10.0,American-Style Stout,Appalachian Brewing Company
Hinterland Hefe Weizen,5.3,10.0,South German-Style Hefeweizen,Appalachian Brewing Company
Volks Weizenbock,7.2,10.0,South German-Style Weizenbock,Appalachian Brewing Company
Abbey Roade Belgian Ale,6.4,10.0,Other Belgian-Style Ales,Appalachian Brewing Company
Peregrine Pilsner,4.8,10.0,German-Style Pilsener,Appalachian Brewing Company
Kipona Fest,5.2,10.0,German-Style Oktoberfest,Appalachian Brewing Company
Anniversary Maibock,7.2,10.0,German-Style Heller Bock/Maibock,Appalachian Brewing Company
Mountain Lager,4.5,10.0,American-Style Lager,Appalachian Brewing Company
Zoigl Star Lager,5.9,10.0,American-Style Lager,Appalachian Brewing Company
Water Gap Wheat,4.5,10.0,Light American Wheat Ale or Lager,Appalachian Brewing Company
Wildflower Honey Wheat,4.5,10.0,Light American Wheat Ale or Lager,Appalachian Brewing Company
Batch 666,7.7,10.0,Winter Warmer,Appalachian Brewing Company
Yuengling Black and Tan,4.7,10.0,Undefined-Ignore,Yuengling & Son Brewing
Yuengling Porter,4.7,10.0,Porter,Yuengling & Son Brewing
Lord Chesterfield Ale,5.4,10.0,American-Style Pale Ale,Yuengling & Son Brewing
Yuengling Bock Beer,4.5,10.0,Traditional German-Style Bock,Yuengling & Son Brewing
Yuengling Lager,4.4,10.0,American-Style Lager,Yuengling & Son Brewing
Yuengling Premium Beer,4.4,10.0,American-Style Lager,Yuengling & Son Brewing
Yuengling Lager Light,3.4,10.0,American-Style Light Lager,Yuengling & Son Brewing
Yuengling Premium Light,3.5,10.0,American-Style Light Lager,Yuengling & Son Brewing
Penn Dark,4.0,10.0,Undefined-Ignore,Penn Brewery
Penn Marzen,4.5,10.0,Undefined-Ignore,Penn Brewery
Penn Weizen,4.0,10.0,South German-Style Hefeweizen,Penn Brewery
Penn Pilsner,4.0,10.0,German-Style Pilsener,Penn Brewery
Penn Oktoberfest,4.5,10.0,German-Style Oktoberfest,Penn Brewery
PENNdemonium,8.0,10.0,Traditional German-Style Bock,Penn Brewery
St. Nikolaus Bock Bier,6.0,10.0,Traditional German-Style Bock,Penn Brewery
Penn Gold,4.0,10.0,American-Style Lager,Penn Brewery
Straub,4.33,10.0,Undefined-Ignore,Straub Brewery
Straub Light,3.16,10.0,Undefined-Ignore,Straub Brewery
St Ides,8.0,10.0,Undefined-Ignore,Pabst Brewing Company
Colt 45,6.5,10.0,Undefined-Ignore,Pabst Brewing Company
Old Milwaukee,4.6,10.0,American-Style Lager,Pabst Brewing Company
Lone Star,4.65,10.0,American-Style Lager,Pabst Brewing Company
Primo,4.5,10.0,American-Style Lager,Pabst Brewing Company
Pabst Blue Ribbon,4.74,10.0,American-Style Light Lager,Pabst Brewing Company
Pabst Blue Ribbon Light,4.19,10.0,American-Style Light Lager,Pabst Brewing Company
Piels Draft,4.6,10.0,American-Style Light Lager,Pabst Brewing Company
Piels Light,3.79,10.0,American-Style Light Lager,Pabst Brewing Company
Lone Star Light,3.85,10.0,American-Style Light Lager,Pabst Brewing Company
Garde Dog,5.8,10.0,Undefined-Ignore,Flying Dog Brewery
K-9 Cruiser Winter Ale,6.4,10.0,Old Ale,Flying Dog Brewery
Road Dog Ale,6.0,10.0,Porter,Flying Dog Brewery
Gonzo Imperial Porter,7.8,10.0,Porter,Flying Dog Brewery
Doggie Style Ale,4.5,10.0,American-Style Pale Ale,Flying Dog Brewery
Classic Pale Ale,5.5,10.0,American-Style Pale Ale,Flying Dog Brewery
Snake Dog IPA,7.1,10.0,American-Style India Pale Ale,Flying Dog Brewery
Double Dog Double Pale Ale,11.5,10.0,Imperial or Double India Pale Ale,Flying Dog Brewery
Old Scratch Lager,5.5,10.0,American-Style Amber/Red Ale,Flying Dog Brewery
Horn Dog,14.52,10.0,American-Style Barley Wine Ale,Flying Dog Brewery
In-Heat Wheat,4.7,10.0,South German-Style Hefeweizen,Flying Dog Brewery
Kerberos,8.5,10.0,Belgian-Style Tripel,Flying Dog Brewery
Woody Creek White,4.8,10.0,Belgian-Style White,Flying Dog Brewery
Raging Bitch Belgian IPA,8.3,10.0,Other Belgian-Style Ales,Flying Dog Brewery
Dogtoberfest Octoberfest,5.3,10.0,German-Style Oktoberfest,Flying Dog Brewery
Heller Hound Bock Beer,6.2,10.0,German-Style Heller Bock/Maibock,Flying Dog Brewery
Skyline Stout,4.3,10.0,Undefined-Ignore,Mudshark Brewing
Scorpion Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Mudshark Brewing
Dry Heat Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Mudshark Brewing
Full Moon Belgian White Ale,7.9,10.0,Belgian-Style White,Mudshark Brewing
UpRiver Lager,4.5,10.0,American-Style Light Lager,Mudshark Brewing
Sunbru Kí_lsch Style Ale,5.2,10.0,Undefined-Ignore,Four Peaks Brewing
Blind Date Ale,7.0,10.0,Undefined-Ignore,Four Peaks Brewing
8th Street Ale,4.5,10.0,Special Bitter or Best Bitter,Four Peaks Brewing
Kilt Lifter  Scottish-Style Ale,6.0,10.0,Scotch Ale,Four Peaks Brewing
Oatmeal Stout,5.0,10.0,Oatmeal Stout,Four Peaks Brewing
Hop Knot IPA,6.0,10.0,American-Style India Pale Ale,Four Peaks Brewing
The Raj India Pale Ale,6.9,10.0,American-Style India Pale Ale,Four Peaks Brewing
American-Style Brown Ale,5.0,10.0,American-Style Brown Ale,Four Peaks Brewing
Hefeweizen,5.0,10.0,South German-Style Hefeweizen,Four Peaks Brewing
Alt Ball and Chain,5.2,10.0,German-Style Brown Ale/Altbier,Four Peaks Brewing
Belgian Wit,4.5,10.0,Belgian-Style White,Four Peaks Brewing
Arizona Peach,4.0,10.0,Belgian-Style Fruit Lambic,Four Peaks Brewing
Abbey Normal Ale,4.5,10.0,Other Belgian-Style Ales,Four Peaks Brewing
Barrel-Aged Blind Date Ale,7.5,10.0,Other Belgian-Style Ales,Four Peaks Brewing
Black Betty Schwartzbier,5.0,10.0,German-Style Schwarzbier,Four Peaks Brewing
Caulfield's Rye,4.9,10.0,American Rye Ale or Lager,Four Peaks Brewing
Alaskan Summer Ale,5.3,10.0,Undefined-Ignore,Alaskan Brewing
Alaskan ESB,5.0,10.0,Extra Special Bitter,Alaskan Brewing
Alaskan Amber,5.3,10.0,Old Ale,Alaskan Brewing
Alaskan Stout,5.7,10.0,Oatmeal Stout,Alaskan Brewing
Alaskan Smoked Porter,6.5,10.0,Porter,Alaskan Brewing
Alaskan IPA,6.2,10.0,American-Style India Pale Ale,Alaskan Brewing
Alaskan Barley Wine Ale,14.54,10.0,American-Style Barley Wine Ale,Alaskan Brewing
Alaskan Pale,5.2,10.0,Golden or Blonde Ale,Alaskan Brewing
Alaskan White Ale,5.3,10.0,Belgian-Style White,Alaskan Brewing
Breakup Bock,7.0,10.0,Traditional German-Style Bock,Alaskan Brewing
Winter Ale,6.4,10.0,Winter Warmer,Alaskan Brewing
Billtown Blonde,6.0,10.0,Undefined-Ignore,Bullfrog Brewery
