beer,abv,ibu,style,brewery,city,state
Toaster Imperial Stout,14.5,10.0,American-Style Imperial Stout,East End Brewing Company,Pittsburgh,Pennsylvania
Ugly American,7.8,10.0,Belgian-Style Tripel,East End Brewing Company,Pittsburgh,Pennsylvania
East End Witte,4.5,10.0,Belgian-Style White,East End Brewing Company,Pittsburgh,Pennsylvania
Tumbleweed IPA,5.7,10.0,American-Style India Pale Ale,Lewis & Clark Brewing Company,Helena,Montana
Standing Stone India Pale Ale,4.5,10.0,American-Style India Pale Ale,Standing Stone Brewing Company,Ashland,Oregon
Standing Stone Double India Pale Ale,4.5,10.0,Imperial or Double India Pale Ale,Standing Stone Brewing Company,Ashland,Oregon
Standing Stone Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Standing Stone Brewing Company,Ashland,Oregon
Standing Stone Nitro Stout,4.5,10.0,American-Style Stout,Standing Stone Brewing Company,Ashland,Oregon
Standing Stone Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Standing Stone Brewing Company,Ashland,Oregon
Standing Stone Saison,4.5,10.0,French & Belgian-Style Saison,Standing Stone Brewing Company,Ashland,Oregon
Standing Stone Lager,4.5,10.0,American-Style Lager,Standing Stone Brewing Company,Ashland,Oregon
Cottonwood Endo India Pale Ale,5.9,10.0,American-Style India Pale Ale,Carolina Beer Company,Mooresville,North Carolina
Second Street IPA,6.0,10.0,American-Style India Pale Ale,Second Street Brewery,Santa Fe,New Mexico
Altbier,4.5,10.0,American-Style Brown Ale,Second Street Brewery,Santa Fe,New Mexico
Flo IPA,4.5,10.0,American-Style India Pale Ale,Trinity Brewing Company,Colorado Springs,Colorado
Sunna Wit,4.5,10.0,Belgian-Style White,Trinity Brewing Company,Colorado Springs,Colorado
Lake Placid Frostbite Ale,6.8,10.0,American-Style India Pale Ale,Lake Placid Pub & Brewery,Lake Placid,New York
JoBoy's IPA,6.5,10.0,American-Style India Pale Ale,JoBoy's Brew Pub,Manheim,Pennsylvania
Manheim Red,5.25,10.0,American-Style Amber/Red Ale,JoBoy's Brew Pub,Manheim,Pennsylvania
Manheim Stout,4.5,10.0,American-Style Stout,JoBoy's Brew Pub,Manheim,Pennsylvania
JoBoy's Cream Ale,4.5,10.0,American-Style Cream Ale or Lager,JoBoy's Brew Pub,Manheim,Pennsylvania
Duet,7.0,10.0,American-Style India Pale Ale,Alpine Beer Company,Alpine,California
Nelson,7.0,10.0,American-Style India Pale Ale,Alpine Beer Company,Alpine,California
Pure Hoppiness,8.0,10.0,Imperial or Double India Pale Ale,Alpine Beer Company,Alpine,California
Marble India Pale Ale,6.2,10.0,American-Style India Pale Ale,Marble Brewery,Albuquerque,New Mexico
Oasis,7.2,93.0,American-Style India Pale Ale,Tallgrass Brewing Co.,Manhattan,Kansas
Firewater Indian Pale Ale,4.5,10.0,American-Style India Pale Ale,Catawba Valley Brewing Company,Glen Alpine,North Carolina
The Unforgiven Amber Ale,5.8,10.0,American-Style Amber/Red Ale,Rush River Brewing,River Falls,Wisconsin
Thunderhead Amber Ale,6.0,10.0,American-Style Amber/Red Ale,Sequoia Brewing Conoabt,Fresno,California
Swede Saw Red Ale,4.5,10.0,American-Style Amber/Red Ale,Logjam Microbrewery,Unity,Wisconsin
Lager,4.5,10.0,American-Style Lager,Logjam Microbrewery,Unity,Wisconsin
Cooper River Red,4.5,10.0,American-Style Amber/Red Ale,"T-Bonz Gill, Grill and Brewery",Mount Pleasant,South Carolina
Winterfest,4.5,10.0,American-Style Brown Ale,"T-Bonz Gill, Grill and Brewery",Mount Pleasant,South Carolina
Stout,4.5,10.0,American-Style Stout,"T-Bonz Gill, Grill and Brewery",Mount Pleasant,South Carolina
Market Street Wheat,4.5,10.0,American-Style Lager,"T-Bonz Gill, Grill and Brewery",Mount Pleasant,South Carolina
Low Country Light Lager,4.5,10.0,American-Style Lager,"T-Bonz Gill, Grill and Brewery",Mount Pleasant,South Carolina
Raspberry Wheat,4.5,10.0,Light American Wheat Ale or Lager,"T-Bonz Gill, Grill and Brewery",Mount Pleasant,South Carolina
Cherokee Red Ale,4.5,10.0,American-Style Amber/Red Ale,Calhoun's Microbrewery,Knoxville,Tennessee
Red Alert Ale,4.5,10.0,American-Style Amber/Red Ale,Pumphouse Brewery & Restaurant,Longmont,Colorado
Four Alarm Alt,4.8,10.0,American-Style Brown Ale,Pumphouse Brewery & Restaurant,Longmont,Colorado
Fly Fisher Red,4.5,10.0,American-Style Amber/Red Ale,Gore Range Brewery,Edwards,Colorado
Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Jarre Creek Ranch Brewing,Castle Rock,Colorado
Thoroughbred Red,4.5,10.0,American-Style Amber/Red Ale,Hops Grillhouse & Brewery - Cherry Creek,Denver,Colorado
Alligator Ale,4.5,10.0,American-Style Amber/Red Ale,Hops Grillhouse & Brewery - Cherry Creek,Denver,Colorado
Hoptoberfest,4.5,10.0,German-Style Oktoberfest,Hops Grillhouse & Brewery - Cherry Creek,Denver,Colorado
Lightning Bold Gold,4.5,10.0,American-Style Lager,Hops Grillhouse & Brewery - Cherry Creek,Denver,Colorado
Clearwater Light,4.5,10.0,American-Style Lager,Hops Grillhouse & Brewery - Cherry Creek,Denver,Colorado
Red Line Amber,4.5,10.0,American-Style Amber/Red Ale,Sanford's Grub and Pub,Sheridan,Wyoming
Oil Can Stout,4.5,10.0,American-Style Stout,Sanford's Grub and Pub,Sheridan,Wyoming
5 Malt Ale,4.5,10.0,American-Style Amber/Red Ale,Devil Mountain Brewing,Cincinnati,Ohio
Black Honey Ale,4.5,10.0,American-Style Lager,Devil Mountain Brewing,Cincinnati,Ohio
Celebration Red,4.5,10.0,American-Style Amber/Red Ale,Golden Gate Park Brewery,San Francisco,California
Buffalo Nutty Brown,4.5,10.0,American-Style Brown Ale,Golden Gate Park Brewery,San Francisco,California
Four Sheets Cream Ale,4.5,10.0,American-Style Lager,Golden Gate Park Brewery,San Francisco,California
Frambosia,4.5,10.0,Light American Wheat Ale or Lager,Golden Gate Park Brewery,San Francisco,California
Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Carmel Brewing,Salinas,California
Hefeweizen,4.5,10.0,American-Style Lager,Carmel Brewing,Salinas,California
Bitter Amber,4.5,10.0,American-Style Amber/Red Ale,Tivoli Brewing,Denver,Colorado
Copper Head Ale,4.5,10.0,American-Style Amber/Red Ale,Fordham Brewing,Annapolis,Maryland
Oyster Stout,4.5,10.0,American-Style Stout,Fordham Brewing,Annapolis,Maryland
Tap Room No. 21 Amber Ale,5.7,10.0,American-Style Amber/Red Ale,Tap Room Brewing Company,La Crosse,Wisconsin
Dock Street Amber,6.0,10.0,American-Style Amber/Red Ale,Dock Street Beer,West Philly,Pennsylvania
Newport Storm Hurricane Amber Ale,5.2,10.0,American-Style Amber/Red Ale,Costal Extreme Brewing Company,Middletown,Rhode Island
Conundrum Red Ale,7.0,65.0,American-Style Amber/Red Ale,Aspen Brewing Company,Aspen,Colorado
Dank,9.2,10.0,Imperial or Double Red Ale,Oso,Plover,Wisconsin
Old Backus Barleywine 1997,4.5,10.0,American-Style Barley Wine Ale,Free State Brewing,Lawrence,Kansas
Ad Astra Ale,4.5,10.0,American-Style Brown Ale,Free State Brewing,Lawrence,Kansas
St. Michaels Blonde Ale,4.5,10.0,Golden or Blonde Ale,Eastern Shore Brewing,St Michaels,Maryland
Ameri-Hefe,4.5,10.0,South German-Style Hefeweizen,Eastern Shore Brewing,St Michaels,Maryland
Amber,4.5,10.0,American-Style Brown Ale,Mammoth Brewing,Mammoth Lakes,California
Otis Alt,5.3,10.0,American-Style Brown Ale,Elk Grove Brewery & Restaurant,Elk Grove,California
Buccaneer Brown Ale,4.5,10.0,American-Style Brown Ale,Ham's Restaurant and Brewhouse,Greenville,North Carolina
Altbier,4.5,10.0,American-Style Brown Ale,BluCreek Brewing Company,Madison,Wisconsin
Black Bear Ale,4.5,10.0,American-Style Brown Ale,Smoky Mountain Brewing,Knoxville,Tennessee
5280 Roadhouse Ghost Town Brown,4.5,10.0,American-Style Brown Ale,Mill Steakhouse,Littleton,Colorado
Altbier,4.5,10.0,American-Style Brown Ale,"Bluegrass Brewing Company, Inc.",Louisville,Kentucky
Sunday River Alt,4.5,10.0,American-Style Brown Ale,Stone Coast Brewing - Portland,Portland,Maine
Altmans Alt,4.5,10.0,American-Style Brown Ale,Mountain Sun Pub & Brewery,Boulder,Colorado
Chazz Cat Rye,4.5,10.0,American-Style Lager,Mountain Sun Pub & Brewery,Boulder,Colorado
Old 8444 Alt,4.5,10.0,American-Style Brown Ale,Union Colony Brewery,Greeley,Colorado
Lone Mountain Altbier,4.5,10.0,American-Style Brown Ale,Wolf Pack Brewing,West Yellowstone,Montana
Chestnut Brown Ale,4.5,10.0,American-Style Brown Ale,Eddie McStiff's Brewpub,Moab,Utah
Alt,4.5,10.0,American-Style Brown Ale,Oconomowoc Brewing,Oconomowoc,Wisconsin
Amber Rye Lager,4.5,10.0,American-Style Lager,Oconomowoc Brewing,Oconomowoc,Wisconsin
Brown Ale,4.5,10.0,American-Style Brown Ale,Main Street Brewing,Dallas,Texas
Da Bier Altbier,4.5,10.0,American-Style Brown Ale,Columbia Bay Brewery Restaurant and Pub,Lake Villa,Illinois
Lone Palm Ale,4.5,10.0,American-Style Brown Ale,Margaritaville Brewing Company,Jacksonville,Florida
Landshark Lager,4.7,10.0,American-Style Light Lager,Margaritaville Brewing Company,Jacksonville,Florida
Thunder Hole Ale,4.8,10.0,American-Style Brown Ale,Bar Harbor Brewing Company,Bar Harbor,Maine
Chocolate Stout,7.0,10.0,American-Style Stout,Fort Collins Brewery,Fort Collins,Colorado
The Kidd Lager,5.0,10.0,German-Style Schwarzbier,Fort Collins Brewery,Fort Collins,Colorado
Z Lager,4.5,10.0,American-Style Lager,Fort Collins Brewery,Fort Collins,Colorado
Stout,4.5,10.0,American-Style Stout,Platte Valley Brewing,Kearney,Nebraska
Black Lab Stout,4.5,10.0,American-Style Stout,Big Dog's Brewing Company,Las Vegas,Nevada
Thundermuck Stout,4.5,10.0,American-Style Stout,Bill's Tavern & Brewhouse,Cannon Beach,Oregon
Solidarity,4.5,10.0,American-Style Stout,New Albanian Brewing,New Albany,Indiana
Mortality Stout,7.5,10.0,American-Style Stout,ReaperAle,Foothill Ranch,California
Strom Bomb Stout,7.3,10.0,American-Style Stout,Bottom's Up Brewing,Pinedale,Wyoming
Big Swede Swedish-Style Imperial Stout,4.5,10.0,American-Style Stout,Viking Brewing,Dallas,Wisconsin
Copperhead Premium Ruby Lager,4.5,10.0,German-Style Oktoberfest,Viking Brewing,Dallas,Wisconsin
Colony Oatmeal Stout,4.5,10.0,American-Style Stout,Millstream Brewing,Amana,Iowa
Maifest,4.5,10.0,German-Style Oktoberfest,Millstream Brewing,Amana,Iowa
Schokolade Bock,4.5,10.0,Traditional German-Style Bock,Millstream Brewing,Amana,Iowa
Schild Brau Amber,4.5,10.0,American-Style Lager,Millstream Brewing,Amana,Iowa
Moose Juice Stout,4.5,10.0,American-Style Stout,Grand Teton Brewing #1,Wilson,Wyoming
4 Reverends Imperial Stout,4.5,10.0,American-Style Stout,Piece,Chicago,Illinois
Top Heavy Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Piece,Chicago,Illinois
Deluxe Cream Stout,4.5,10.0,American-Style Stout,McCoy's Public House and Brewkitchen,Kansas City,Missouri
Russian Imperial Stout,4.5,10.0,American-Style Stout,Oregon Trader Brewing,Albany,Oregon
Double Chocolate Stout,4.5,10.0,American-Style Stout,Jurupa Valley Brewing,Riverside,California
Gunslinger Imperial Stout,4.5,10.0,American-Style Stout,Pinnacle Peak Patio Steakhouse & Microbrewery,Scottsdale,Arizona
Stout,4.5,10.0,American-Style Stout,Chicago Brewing,Las Vegas,Nevada
Empire Builder Stout,4.5,10.0,American-Style Stout,Great Northern Tavern and Brewery,Keystone,Colorado
Winter Warlock Oatmeal Stout,4.5,10.0,American-Style Stout,Bristol Brewing,Colorado Springs,Colorado
Whiskey Stout,4.5,10.0,American-Style Stout,"BJ's Pizza, Grill, and Brewery - Jantzen Beach",Portland,Oregon
Extra Stout,4.5,10.0,American-Style Stout,Brewery at Martha's Vineyard,Oak Bluffs,Massachusetts
Big Bear Stout,4.5,10.0,American-Style Stout,Deep Creek Brewing,McHenry,Maryland
Splitfinger Stout,4.5,10.0,American-Style Stout,Leinenkugel's Ballyard Brewery,Phoenix,Arizona
Highlander Stout,4.5,10.0,American-Style Stout,Stewart's Brewing,Bear,Delaware
Surefire Stout,4.5,10.0,American-Style Stout,Sweetwater Brewing - Casper,Casper,Wyoming
Wild Wyo Wheat,4.5,10.0,American-Style Lager,Sweetwater Brewing - Casper,Casper,Wyoming
Steamboat Oatmeal Stout,4.5,10.0,American-Style Stout,Crooked Waters Brewing,Peoria,Illinois
Dempsey Stout,4.5,10.0,American-Style Stout,Minhas Craft Brewery,Monroe,Wisconsin
Berghoff Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Minhas Craft Brewery,Monroe,Wisconsin
Berghoff Oktoberfest Beer,5.2,10.0,German-Style Oktoberfest,Minhas Craft Brewery,Monroe,Wisconsin
Berghoff Genuine Dark,4.5,10.0,American-Style Lager,Minhas Craft Brewery,Monroe,Wisconsin
Berghoff Original Lager Beer,5.6,10.0,American-Style Lager,Minhas Craft Brewery,Monroe,Wisconsin
Stout,4.5,10.0,American-Style Stout,Big Buck Brewery and Steakhouse #2,Grand Rapids,Michigan
Oatmeal Stout,4.5,10.0,American-Style Stout,American River Brewing,Auburn,California
No Doubt Stout,4.5,10.0,American-Style Stout,Umpqua Brewing,Roseburg,Oregon
Summer Wheat,4.5,10.0,American-Style Lager,Umpqua Brewing,Roseburg,Oregon
Sexual Chocolate,14.5,10.0,American-Style Imperial Stout,Foothills Brewing Company,Winston-Salem,North Carolina
Weizen,4.5,10.0,South German-Style Hefeweizen,Pennsylvania Brewing,Pittsburgh,Pennsylvania
Weizen,4.5,10.0,South German-Style Hefeweizen,Weeping Radish Restaurant and Brewery - Manteo,Manteo,North Carolina
Heavenly Hefe,4.5,10.0,South German-Style Hefeweizen,Craftsman Brewing,Pasadena,California
Hefe Weizen,4.5,10.0,South German-Style Hefeweizen,Sudwerk Privatbrauerei Hbsch,Davis,California
Mí_rzen,4.5,10.0,German-Style Oktoberfest,Sudwerk Privatbrauerei Hbsch,Davis,California
Doppelbock,14.5,10.0,Traditional German-Style Bock,Sudwerk Privatbrauerei Hbsch,Davis,California
Summer Teeth,5.3,10.0,Kellerbier - Ale,Columbus Brewing Company,Columbus,Ohio
Brueghel Blonde,5.9,10.0,Belgian-Style Tripel,Kross Brewing,Morrisville,Vermont
Vivant Tripel,9.25,10.0,Belgian-Style Tripel,Brewery Vivant,Grand Rapids,Michigan
White Ale,4.8,10.0,Belgian-Style White,Mendocino Brewing - Saratoga Springs,Saratoga Springs,New York
Iambic Lambic,4.5,10.0,Belgian-Style Fruit Lambic,Grizzly Peak Brewing,Ann Arbor,Michigan
Framboise,4.5,10.0,Belgian-Style Fruit Lambic,Diamondback Brewery,Cleveland,Ohio
Lectio Divina,4.5,10.0,Other Belgian-Style Ales,Saint Somewhere Brewing Company,Tarpon Springs,Florida
Pays du Soleil,8.0,10.0,Other Belgian-Style Ales,Saint Somewhere Brewing Company,Tarpon Springs,Florida
Saison Athene,4.5,10.0,French & Belgian-Style Saison,Saint Somewhere Brewing Company,Tarpon Springs,Florida
Stateside Saison,4.5,10.0,French & Belgian-Style Saison,Stillwater Artisanal Ales,Baltimore,Maryland
Baron Pilsner,4.7,10.0,German-Style Pilsener,Baron Brewing Company,Seattle,Washington
Baron Oktoberfest,4.5,10.0,German-Style Oktoberfest,Baron Brewing Company,Seattle,Washington
Baron Schwarzbier,4.9,10.0,German-Style Schwarzbier,Baron Brewing Company,Seattle,Washington
Baron Helles Bock,6.4,10.0,German-Style Heller Bock/Maibock,Baron Brewing Company,Seattle,Washington
Lionshead,4.5,10.0,German-Style Pilsener,Lion Brewery Inc.,Wilkes Barre,Pennsylvania
Lionshead Light,4.5,10.0,American-Style Light Lager,Lion Brewery Inc.,Wilkes Barre,Pennsylvania
Esser's Cross Plains Special,4.5,10.0,German-Style Pilsener,Esser's Cross Plains Brewery,Cross Plains,Wisconsin
Esser's Best,4.5,10.0,American-Style Lager,Esser's Cross Plains Brewery,Cross Plains,Wisconsin
Blacksburger Pils,4.7,10.0,German-Style Pilsener,Blacksburg Brewing Company,Blacksburg,Virginia
Marzen,4.5,10.0,German-Style Oktoberfest,EJ Phair Brewing Company and Alehouse,Concord,California
Schaumbergfest,4.5,10.0,German-Style Oktoberfest,Big Horn Brewing @ The RAM 2,Wheeling,Illinois
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Thomas Kemper Brewing,Seattle,Washington
Black Forest Schwarzbier,4.5,10.0,German-Style Schwarzbier,Salt Lake Brewing - Squatters,Salt Lake City,Utah
Thunderhead Schwarz Bier,4.5,10.0,German-Style Schwarzbier,Rio Salado Brewing,Tempe,Arizona
Elm City Schwarzbier,5.3,10.0,German-Style Schwarzbier,Elm City Brewing Co,Keene,New Hampshire
Weathertop Doppelbock,7.3,10.0,Traditional German-Style Bock,Milly's Tavern,Manchester,New Hampshire
Emancipator,8.3,10.0,Traditional German-Style Bock,Ukiah Brewing,Ukiah,California
Sublimator Doppelbock,4.5,10.0,Traditional German-Style Bock,Barley's Casino & Brewing Company,Henderson,Nevada
Goat Toppler Mai Bock,4.5,10.0,Traditional German-Style Bock,Rock Bottom Restaurant & Brewery - Chicago,Chicago,Illinois
Mueller Doppelbock,4.5,10.0,Traditional German-Style Bock,Springfield Brewing,Springfield,Missouri
Doppel Bock,4.5,10.0,Traditional German-Style Bock,Boundary Bay Brewery and Bistro,Bellingham,Washington
Framingham Maibock,4.5,10.0,Traditional German-Style Bock,John Harvard's Brew House - Harvard Square,Cambridge,Massachusetts
Jack Frost Winter Doppelbock,4.5,10.0,Traditional German-Style Bock,Saxer Brewing,Lake Oswego,Oregon
Pilsner,4.5,10.0,American-Style Lager,Saxer Brewing,Lake Oswego,Oregon
Pale Bock,4.5,10.0,Traditional German-Style Bock,Butterfield Brewing #1,Fresno,California
Battlefield Bock,4.5,10.0,Traditional German-Style Bock,Red Oak Brewery,Whitsett,North Carolina
Red Oak Amber Lager,4.5,10.0,American-Style Lager,Red Oak Brewery,Whitsett,North Carolina
Hummin Bird,4.5,10.0,American-Style Light Lager,Red Oak Brewery,Whitsett,North Carolina
Black Rye Bock,6.2,10.0,Traditional German-Style Bock,Glacier Brewhouse,Anchorage,Alaska
Ramstein Winter Wheat,9.5,10.0,German-Style Doppelbock,High Point Wheat Beer Company,Butler,New Jersey
Dos Rios Vienna Lager,4.5,10.0,American-Style Lager,Glenwood Canyon Brewing Company,Glenwood Springs,Colorado
Rye On,4.8,10.0,American-Style Lager,Chama River Brewing,Albuquerque,New Mexico
Peat Smoked Altbier,4.5,10.0,American-Style Lager,Three Needs Brewery and Taproom,Burlington,Vermont
Edison Light Beer,4.5,10.0,American-Style Lager,New Century Brewing Company,Boston,Massachusetts
Stite Golden Pilsner,4.7,10.0,American-Style Lager,Cold Spring Brewing,Cold Spring,Minnesota
Hefe Weiss,4.5,10.0,American-Style Lager,Cold Spring Brewing,Cold Spring,Minnesota
Aspen Meadow Black and Tan,4.5,10.0,American-Style Lager,Cold Spring Brewing,Cold Spring,Minnesota
Beer,4.5,10.0,American-Style Lager,Cugino Brewing Company,Batavia,Illinois
Light,4.5,10.0,American-Style Lager,Cugino Brewing Company,Batavia,Illinois
Dark Ale,4.5,10.0,American-Style Lager,Black Toad Brewing Company,Chicago,Illinois
Golden Lager,4.5,10.0,American-Style Lager,First Coast Brewing,Wilmington,North Carolina
Ziggy Socky Premium Lager Beer,4.5,10.0,American-Style Lager,Panther Brewing Company,Utica,New York
Three Stooges Beer,4.5,10.0,American-Style Lager,Panther Brewing Company,Utica,New York
Beer,4.5,10.0,American-Style Lager,Dirt Cheap Cigarettes and Beer,Fenton,Missouri
Choc American Lager,4.5,10.0,American-Style Lager,Pete's Place,Krebs,Oklahoma
Hofbrauhaus Brewery & Biergarten Vienna Velvet,4.5,10.0,American-Style Lager,Amerisports Brew Pub,Kansas City,Missouri
Uno Mas,4.5,10.0,American-Style Lager,Hoppers Seafood & Grill,Midvale,Utah
Peckiomen Pils,4.5,10.0,American-Style Lager,New Road Brewhouse,Collegeville,Pennsylvania
Wilmington Roggen Beer,4.5,10.0,American-Style Lager,John Harvard's Brew House - Framingham,Framingham,Massachusetts
High Gravity Lager,8.1,10.0,American-Style Lager,Steel Brewing,Longview,Texas
Hatuey Beer,4.5,10.0,American-Style Lager,Stroh Brewery Company,Tampa,Florida
Schlitz,4.5,10.0,American-Style Lager,Stroh Brewery Company,Tampa,Florida
Lone Star,4.5,10.0,American-Style Lager,Stroh Brewery Company,Tampa,Florida
Old Style,4.5,10.0,American-Style Lager,G. Heileman Brewing,La Crosse,Wisconsin
Special Export,4.5,10.0,American-Style Lager,G. Heileman Brewing,La Crosse,Wisconsin
Space-Aged Lager,4.5,10.0,American-Style Lager,Big Bang Brewery (Closed),San Francisco,California
Amber Lager,4.5,10.0,American-Style Lager,Bad Frog Brewery Company,Rose City,Michigan
Pecan Street Lager,4.5,10.0,American-Style Lager,Old City Brewing,Austin,Texas
Augustiner,4.3,10.0,American-Style Lager,Iron City Brewing Co.,Pittsburgh,Pennsylvania
Iron City,4.5,10.0,American-Style Lager,Iron City Brewing Co.,Pittsburgh,Pennsylvania
IC Light,4.15,10.0,American-Style Light Lager,Iron City Brewing Co.,Pittsburgh,Pennsylvania
Narragansett Lager,4.5,10.0,American-Style Lager,The Narragansett Brewing Company,Providence,Rhode Island
Olde Buzzard Lager,5.0,10.0,American-Style Lager,Buzzards Bay Brewing Inc.,Westport,Massachusetts
Blackened Voodoo,5.0,10.0,American-Style Lager,Dixie Brewing,New Orleans,Louisiana
Rolling Rock,4.6,10.0,American-Style Light Lager,Latrobe Brewing,Latrobe,Pennsylvania
